		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Rgs7	regulator of G protein signaling 7	55.9	15.1	33.4	61.2	78.3	58.7	9.0	9.5	36.2	17.3	38.4	69.8	18.8	93.1	15.5	43.2	48.5	15.1	65.7	62.0	53.1	21.4	16.1	106.649195	56.20030707	13.65015498	14.27669547	19.67949069	86.42944509	23.01824583	37.23094449	41.18617234	104.425468
Stac	src homology three (SH3) and cysteine rich domain	41.55	45.85	47.3	50.8	65.8	21.65	46.3	32.5	64.9	35.9	75.35	67.8	39.5	51.35	42.4	48.6	56.25	33.75	56.4	39.65	76.35	53.8	91.0	87.75950541	95.86432865	45.91536773	68.67339456	23.21103694	26.50376716	23.62342921	44.78790681	142.4065008	59.38466328
C78549	expressed sequence C78549	73.2	55.1	64.0	24.0	68.1	42.4	71.5	63.5	105.5	26.5	46.7	96.8	12.0	87.0	46.7	125.2	28.4	78.0	138.6	36.1	70.0	67.2	27.9	105.1330008	31.68332619	39.80213824	37.03859743	49.17030874	71.17516629	178.0600339	183.3018776	40.89785105	50.49819412
Il7r	interleukin 7 receptor	48.5	69.6	54.5	59.1	95.8	71.4	73.1	37.9	70.5	49.2	64.7	88.5	53.5	75.8	50.8	52.0	60.9	76.2	90.1	71.6	39.1	34.3	74.6	82.73471179	51.32144707	48.531348092	79.341103935	61.6909706325	71.789443762	80.085839242	27.12977023	99.3498661425	98.9169350545
Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	27.9	34.3	50.4	26.3	31.2	28.4	28.1	42.0	46.7	5.9	37.3	45.4	8.2	37.1	33.0	33.4	12.6	26.0	21.8	65.4	34.4	33.6	71.5	35.9518635935	18.347362055	14.2310064495	55.168675305	20.898368805	9.44261599	46.402986335	56.64985481	31.469774445	53.297106095
Fjx1	four jointed box 1 (Drosophila)	19.3	29.8	20.6	30.3	17.6	21.0	13.9	21.9	18.9	89.8	27.9	17.7	25.3	24.8	29.4	19.3	59.4	13.4	22.4	33.3	24.7	22.3	89.8	18.856183915	26.28086603	46.490585435	25.006620145	25.44607853	16.29343524	21.327358955	17.509138345	29.06713464	26.374879125
Stam2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	180.6	199.5	134.4	169.7	135.6	192.4	185.2	183.5	203.1	227.1	193.4	243.3	128.8	177.9	256.0	194.0	187.0	209.4	152.3	250.5	240.2	206.6	231.7	218.719850334	198.0077712	195.184051458	231.15920985	210.20220049	218.859877308	190.769052328	178.45631503	211.319544006	214.558712234
Lgi4	leucine-rich repeat LGI family, member 4	120.5	167.7	161.3	55.0	78.9	156.6	143.4	202.7	155.5	166.0	202.0	166.6	104.7	94.6	120.7	182.7	60.1	162.1	116.9	188.9	159.5	178.9	53.3	192.4894879	133.3618476	108.8266745	116.2053888	141.225563	72.32110432	152.1175873	189.5548472	229.7886737	162.7043631
Gstp1	glutathione S-transferase, pi 1	8421.6	6960.0	7350.3	6377.4	6031.4	7872.8	5871.5	12689.6	13308.2	13398.2	13123.6	16524.9	11028.2	9850.4	11400.2	9538.2	11067.5	9760.9	10377.4	9950.8	13736.1	13677.0	14230.5	7802.112836	7645.584567	7664.461894	7627.524767	8719.147196	6125.060554	7853.894796	7482.671529	7383.093467	6601.824055
S100a9	S100 calcium binding protein A9 (calgranulin B)	90.5	42.5	17.8	22.1	49.6	19.3	55.1	44.2	51.8	21.6	22.8	85.0	61.8	26.8	19.5	46.8	33.3	53.9	63.6	21.2	30.8	35.4	29.2	29.46882417	94.69074634	62.3199331	178.6811668	365.6269407	162.2549928	59.2138266	27.81271252	34.01456875	75.53812434
Rad1	RAD1 homolog (S. pombe)	175.9	107.7	147.7	57.8	187.8	139.8	123.2	177.5	106.1	121.8	208.9	71.4	115.4	170.9	177.4	197.2	61.1	82.1	79.6	112.2	180.4	212.7	131.5	151.7365892	181.5353578	148.379317	139.6412835	158.8057399	210.2908475	172.9524576	140.7503381	77.063348	177.3731574
Sts	steroid sulfatase	24.6	252.5	316.9	42.2	82.2	123.3	144.3	283.8	429.6	257.8	303.4	71.0	38.9	81.1	232.7	114.8	209.2	217.2	84.7	261.1	286.2	33.0	155.0	193.1522887	364.414522	255.7233669	281.3538286	776.4182215	53.53684942	118.1060685	76.79939701	50.0162257	48.26775609
Arhgap29	Rho GTPase activating protein 29	22.0	12.3	25.5	27.6	21.3	15.6	29.1	15.2	1.5	13.7	23.0	1.2	0.6	14.4	13.8	28.9	10.8	8.2	27.9	10.0	16.2	71.7	40.8	12.82714652	2.261098614	12.11500108	29.63875378	8.590928116	7.169369312	43.31263248	1.809959283	29.71602014	5.343034711
Olfr1264	olfactory receptor 1264	139.4	242.6	210.2	162.8	186.6	145.1	112.6	107.5	128.6	148.0	141.1	157.0	107.6	135.2	101.1	125.2	155.5	179.8	147.6	162.1	282.7	151.8	197.0	166.7114778	76.97073805	149.2963101	108.6607614	124.0510375	169.6925679	153.6381045	89.9701891	195.3415405	172.4680273
Trap1a	tumor rejection antigen P1A	86.4	112.9	94.9	130.0	117.8	40.2	107.3	60.9	98.7	99.8	64.8	24.7	51.2	110.6	66.8	120.9	153.4	81.0	133.3	78.1	27.5	57.2	42.6	78.66386172	63.48832472	70.58903168	98.45508515	27.32707661	62.76444734	76.44040838	133.3400832	44.50500149	22.36638117
Pxmp3	peroxisomal membrane protein 3	583.6	652.6	607.3	471.6	461.8	592.7	695.2	433.3	497.1	485.6	621.2	948.3	1248.0	377.3	694.9	544.8	534.1	524.5	448.0	751.8	938.6	697.2	922.2	656.4602167	694.7842614	636.284525	688.9425532	714.7120548	796.748797	651.8892098	664.9121811	810.2765087	692.2679754
Tssk2	testis-specific serine kinase 2	22.0	48.8	28.1	34.2	26.6	116.0	22.1	34.3	96.0	34.7	34.8	50.4	65.6	37.0	20.3	29.1	36.4	22.5	33.9	43.8	117.7	35.1	38.6	106.5962474	31.48418038	43.23208745	15.69625094	69.9453139	69.95037718	51.88646279	117.1556478	22.58205752	18.32407997
Ublcp1	ubiquitin-like domain containing CTD phosphatase 1	294.8	306.5	323.2	319.1	265.5	307.3	312.6	396.2	323.8	368.7	342.6	363.8	620.1	330.7	346.4	317.1	325.0	409.5	272.0	445.8	355.7	502.4	371.6	405.77627835	453.324521225	389.149548075	408.369011575	391.94710025	403.10278775	381.128558525	382.9970673	354.702815925	411.105763875
Esx1	extraembryonic, spermatogenesis, homeobox 1	6.9	35.6	34.9	40.6	53.3	25.2	41.3	33.7	16.9	7.0	6.3	3.0	3.0	5.3	16.6	28.9	28.2	7.3	30.4	13.3	11.0	23.9	19.0	38.50615092	29.44211506	23.6666456	28.59448127	25.90820136	33.54489363	35.63742799	28.50832663	38.23695248	39.3389409
Slc30a1	solute carrier family 30 (zinc transporter), member 1	93.9	93.9	153.5	169.1	153.3	141.7	152.1	163.0	116.5	142.4	151.1	166.6	182.8	152.6	121.5	151.5	155.5	159.8	176.5	126.7	119.5	95.8	111.5	236.4766929	49.39021525	203.6767453	258.5296116	63.34542051	129.9935302	259.53129	188.6659145	72.98449084	103.6119759
Foxd4	forkhead box D4	26.3	19.4	25.4	33.1	92.0	27.0	23.8	29.1	23.4	5.6	37.6	6.2	16.0	23.1	19.2	33.3	26.5	28.4	35.2	29.2	33.4	23.8	36.8	20.42056514	14.0632961	70.35948516	24.30903059	10.25542257	26.6161956	22.06049921	21.23123623	22.61622395	13.23549711
Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	32.55	65.8	31.4	65.7	46.7	53.25	31.9	18.0	44.9	35.85	35.0	54.05	16.95	57.6	26.3	48.25	42.35	42.5	58.45	65.95	55.55	24.4	49.95	36.055991445	34.07201043	27.288587035	41.2976027	35.197934755	44.51612999	19.587469325	61.144068775	28.87887648	50.125407515
Creb1	cAMP responsive element binding protein 1	43.5	36.1	62.2333333333	74.7	94.5666666667	66.4666666667	39.9	39.3666666667	70.7	63.8333333333	62.6	64.3333333333	40.6666666667	98.7333333333	74.1333333333	46.5333333333	64.1333333333	56.1333333333	45.0333333333	77.6333333333	54.6	67.7666666667	72.2333333333	73.167974547	52.6266667478	58.1585787275	75.4853329175	64.31344136	78.58893914	52.032582395	67.5032339225	80.5043025825	51.48755431
Slc5a11	solute carrier family 5 (sodium/glucose cotransporter), member 11	52.0	48.3	54.3	66.4	43.6	52.1	67.3	53.5	55.4	49.5	55.6	65.2	29.8	68.3	45.1	40.2	68.1	53.3	54.0	52.7	79.3	43.1	83.1	59.81388359	44.62906863	54.46308221	57.58610205	64.95121067	53.11752304	62.20702674	370.0283624	74.28854289	58.46663891
Adam28	a disintegrin and metallopeptidase domain 28	61.4	47.9	48.9	47.1	56.6	63.6	39.1	51.2	184.2	54.1	228.2	312.4	252.4	44.0	37.6	50.1	49.0	43.5	61.3	100.7	53.6	66.2	53.1	91.3076778365	71.84798555	79.402197745	37.2717442365	72.803820636	66.6006257935	86.8003229865	96.4599109175	56.846128622	22.487150699
Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	214.6	196.5	169.7	207.0	211.6	182.3	218.3	362.9	195.1	255.3	309.4	244.1	130.2	210.2	200.6	165.2	178.6	249.9	129.8	180.3	244.7	245.3	213.3	152.13657211	115.065348985	158.4258601	158.397740275	249.3832711	209.69022305	247.521102425	214.405011065	262.508531	205.871399055
Rab3ip	RAB3A interacting protein	313.1	252.25	300.75	271.95	270.25	231.65	319.1	263.95	273.95	238.2	312.65	356.0	212.55	333.6	275.45	259.25	250.45	273.3	244.35	296.4	333.6	302.35	342.85	239.2918703	258.2409308	278.504016	332.9223818	232.0879955	270.392083	314.2001661	306.1672436	300.4512258	263.0404642
Es2el	expressed sequence 2 embryonic lethal	141.1	143.4	96.2	169.8	102.5	94.2	111.5	141.5	104.0	104.8	150.8	118.0	90.6	100.4	117.0	170.7	25.4	102.2	175.4	108.6	59.6	76.6	148.4	112.86992596	93.389862235	84.42383004	76.605225355	99.916634585	99.893320445	107.36752041	159.168283075	110.296147545	100.4060318
Jph3	junctophilin 3	63.9	44.4	85.4	54.1	80.9	12.2	42.6	57.6	52.2	54.5	73.5	137.1	24.6	27.3	53.1	40.1	33.2	37.6	87.8	66.3	163.5	40.4	61.5	251.3386658	36.42600086	55.80188538	51.79432007	154.9122553	50.38704859	60.78080359	43.09046631	53.91669933	34.46673845
Slfn3	schlafen 3///schlafen 4	19.7	24.5	9.5	20.3	2.0	11.2	2.1	19.4	29.7	1.7	16.6	3.2	15.0	5.8	24.7	13.7	26.1	0.9	16.8	18.9	13.4	29.6	50.0	18.30493094	3.643609081	10.2831092735	5.7223650045	12.9147958685	16.8617843815	33.4050237005	20.987361602	13.654122916	14.506351668
Anxa10	annexin A10	28.8	3.3	4.1	14.4	7.3	9.7	6.6	7.9	6.2	4.7	3.9	18.1	5.4	10.0	7.3	5.0	7.1	6.0	11.4	10.0	3.8	5.2	5.3	13.523726972	14.977722409	4.62239712	3.8147412035	29.225335344	38.906377326	5.580792001	13.237609346	57.9464420885	9.9463453965
Slfn1	schlafen 1	113.8	102.6	75.9	117.1	123.5	81.1	97.1	72.6	91.1	81.5	112.0	123.1	60.9	96.5	92.7	66.6	109.8	76.5	121.0	113.0	99.4	80.5	155.8	158.9811624	13.34442176	31.15891146	94.54234738	76.02868111	140.564604	145.0303015	113.82997	202.0384462	51.33486442
Cd52	CD52 antigen	297.8	246.2	144.1	209.4	262.6	306.2	257.5	236.2	215.1	203.8	245.9	82.2	243.8	190.5	205.5	168.7	189.9	310.8	204.9	201.2	159.3	192.1	154.8	233.1281381	395.3685402	260.0048431	183.6441477	272.1685601	133.7569594	159.8242418	135.2848573	38.2623842	126.0550174
Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	261.2	169.6	245.7	225.7	299.6	186.4	289.9	226.2	252.4	293.4	275.2	192.8	214.1	216.3	241.4	212.9	228.8	235.5	274.7	298.2	226.6	243.0	228.8	309.0198407	234.43127485	257.48706285	286.3875215	271.2044654	186.2562352	317.93555275	181.59081575	283.33614085	258.29843345
Csf1	colony stimulating factor 1 (macrophage)	558.7	407.4	325.0	325.0	343.9	332.2	406.9	352.9	306.7	255.3	376.4	233.7	304.7	231.3	229.2	250.8	317.0	345.6	335.2	273.9	276.6	235.3	284.4	333.873010347	267.4632541	313.771682437	370.563618163	411.05624054	289.419152335	304.483432703	330.456820092	293.10396231	329.48055355
Ssr1	signal sequence receptor, alpha	380.7	465.9	305.05	377.0	281.1	502.2	343.25	224.25	218.05	232.45	282.6	221.05	96.45	440.1	488.35	401.95	357.3	318.25	315.0	299.65	287.35	325.75	341.1	297.529463157	270.4979025	277.839317267	244.474421533	205.210879447	372.4718994	347.477017267	291.3852546	350.918440967	388.8662695
Bsn	bassoon	27.6	22.5	31.6	14.4	43.5	20.1	13.2	27.3	22.3	17.1	30.8	23.4	25.4	18.9	21.9	20.8	30.4	21.8	24.6	31.0	42.0	16.0	47.2	31.601733275	10.6867140865	11.845610338	22.377407545	18.373318055	15.533997397	28.50305788	37.695374295	114.47878075	29.46391802
Rab3d	RAB3D, member RAS oncogene family	253.5	293.5	116.4	124.5	213.0	234.7	192.4	415.1	420.5	456.7	319.9	279.8	162.4	240.0	353.9	277.3	146.8	284.7	487.0	274.4	259.2	208.4	170.5	317.6429713	262.335063565	319.4057643	252.531714825	281.592497125	200.668275242	265.113449425	214.30682591	223.299107118	267.426953968
Krt20	keratin 20	17.5	149.1	133.4	78.8	22.0	21.4	111.5	55.5	372.5	73.5	110.8	81.8	18.2	123.5	106.5	140.3	132.3	99.6	102.2	31.4	101.5	103.2	156.1	132.8544795	57.90507867	78.87641033	40.64415338	87.52911715	135.0818606	43.84269768	109.3285635	242.126279	43.73023038
Tmem37	transmembrane protein 37	1234.0	1304.6	969.05	1193.55	1348.55	1494.5	1074.4	945.2	989.5	988.45	958.65	970.65	392.15	1110.0	911.9	984.05	1013.8	813.9	864.4	1520.25	1337.75	1179.25	1396.25	1343.77372	875.4819239	792.8756633	1343.982727	855.4395776	706.768402	751.1649938	696.13493	847.4758301	904.9540305
Krt27	keratin 27	27.2	15.7	45.2	42.3	16.8	15.9	25.5	33.4	61.4	16.3	39.1	12.5	16.4	65.9	7.5	40.1	47.1	31.5	16.0	26.9	22.9	23.1	44.1	33.43762589	583.7591958	17.08227305	25.92326539	116.811749	22.3833508	25.47957632	29.24818968	12.39738264	23.53604889
Pvrl3	poliovirus receptor-related 3	50.4	66.25	62.3	100.05	77.1	100.25	90.3	63.65	36.65	78.9	89.25	63.45	102.3	61.8	67.95	62.25	73.7	47.15	92.3	52.4	72.55	51.1	72.45	85.099320616	117.646924246	100.51149637	78.874910888	88.059365866	64.922495164	54.582830182	62.045506474	77.763276348	110.625169484
Nkx2-9	NK2 transcription factor related, locus 9 (Drosophila)	36.8	45.6	35.9	47.2	44.4	24.2	62.7	46.4	48.4	47.3	19.5	29.4	25.0	25.6	120.5	53.9	38.0	47.9	45.8	49.4	26.6	65.6	34.9	36.9610724	24.22557746	36.05327387	36.17842417	33.6743065	33.29731136	43.2301971	41.04586762	39.72189305	43.60755752
Gtpbp2	GTP binding protein 2	813.8	568.8	551.4	590.6	597.9	712.8	639.2	903.9	731.5	724.1	848.6	956.4	487.3	769.6	611.3	655.5	785.1	458.9	688.8	686.0	551.5	638.5	560.7	690.7313098	662.517041467	661.981124633	706.794308	619.454697033	917.038523433	704.988813	715.409011433	789.964120167	812.612301133
Gpr37	G protein-coupled receptor 37	23.7	21.2	43.2	24.2	34.7	43.0	12.5	14.5	24.5	34.3	30.9	5.6	10.4	41.1	27.4	21.1	34.1	14.5	36.4	12.7	24.7	43.6	54.5	17.44324529	24.64875616	13.95339952	11.66162701	4.943838086	9.691455516	10.71992922	17.14554208	15.03196193	65.72873457
Gpr83	G protein-coupled receptor 83	12.3	26.0	7.6	15.4	43.8	41.1	47.9	3.4	4.7	31.6	6.4	35.4	7.2	11.8	44.1	19.9	8.2	4.2	31.9	11.6	59.3	52.2	8.6	37.63239562	30.46945974	11.79238861	21.35333289	23.03018581	34.86853572	19.40130407	12.7680777	19.44109166	17.53976754
Birc5	baculoviral IAP repeat-containing 5	53.7	36.9	14.6	94.2	44.0	13.4	50.0	53.0	18.1	52.3	32.5	98.3	7.6	44.0	39.7	70.1	53.1	15.3	54.0	62.2	80.1	50.2	54.0	87.35364536	69.20579049	13.07594856	10.52763293	27.37016058	21.79185156	63.52225787	21.80930445	19.6181968	100.530579
Cry1	cryptochrome 1 (photolyase-like)	134.7	120.7	89.8333333333	120.233333333	107.666666667	80.6	132.033333333	107.633333333	105.0	151.933333333	120.5	206.3	198.266666667	144.366666667	105.433333333	78.2333333333	55.0666666667	121.2	94.1666666667	213.133333333	168.8	189.1	198.466666667	130.95617	160.9429562	155.2852694	167.3730132	110.4614019	115.7795443	172.0585553	87.75778413	113.764804	210.6322563
0610016J10Rik	RIKEN cDNA 0610016J10 gene	493.3	365.8	416.7	414.4	581.3	748.0	666.8	630.8	613.1	750.4	667.3	585.0	353.3	608.3	535.0	575.1	493.6	528.5	407.1	567.4	577.0	738.6	592.3	531.2710158	592.48936233	557.0896591	463.303545995	593.5369526	578.08672445	464.12696235	508.82024228	554.3052199	430.54182968
F2rl1	coagulation factor II (thrombin) receptor-like 1	54.6	78.6	116.9	308.1	76.1	99.2	24.2	138.9	99.1	18.0	103.4	33.5	153.5	173.3	49.1	87.4	33.7	30.7	128.1	116.5	192.2	25.7	33.4	50.83966485	172.4845517	124.6238331	47.55723675	28.2148636	121.2425173	46.43710596	35.20571878	121.6391478	41.0703726
Lrba	LPS-responsive beige-like anchor	522.3	532.7	560.6	483.1	417.7	538.1	608.3	487.9	533.7	531.6	500.1	423.2	608.5	435.1	491.6	510.6	541.2	580.5	590.6	452.5	456.8	488.3	442.0	552.883653017	521.855517123	427.516350777	684.66052988	538.93352734	464.357291287	664.557820943	542.631712977	434.755220277	465.769041623
Usp4	ubiquitin specific peptidase 4 (proto-oncogene)	744.6	682.35	674.7	651.5	597.9	829.2	693.45	690.05	652.95	639.15	734.75	775.8	820.35	642.8	528.45	692.5	543.0	764.95	802.5	546.0	672.15	576.5	748.5	542.9754253	429.2413547	602.7447413	587.6814046	494.3106638	831.1879149	630.1886843	1010.222869	969.599352	750.4765015
Ghrhr	growth hormone releasing hormone receptor	222.6	282.9	250.8	280.6	317.0	226.6	227.6	276.0	274.9	251.7	200.8	371.1	172.3	285.5	215.8	383.8	257.1	235.2	242.2	222.0	250.0	267.6	257.5	307.2368683	223.3233566	221.0325323	244.4911338	369.2233322	35.06334649	242.8743977	317.1293933	247.2992642	299.6285356
Olfr1507	olfactory receptor 1507///olfactory receptor 1508	46.3	39.2	37.75	48.4	52.35	39.65	51.1	38.65	28.8	19.15	32.0	45.45	27.75	29.15	37.6	20.0	41.1	49.7	30.25	18.25	26.5	34.45	37.6	16.83051722	12.24411244	10.07724169	17.93701178	13.06397813	24.07286107	20.85628338	103.3187361	11.38316548	24.31975219
Melk	maternal embryonic leucine zipper kinase	7.3	7.4	10.6	28.2	35.3	14.3	7.1	12.9	11.0	2.9	9.9	12.5	11.4	76.5	7.1	11.0	14.1	7.2	9.6	11.9	16.3	11.3	16.4	5.013068032	3.851942283	2.175792906	5.196101386	8.932505203	6.505331436	6.264114524	3.717868334	7.285476041	5.475470649
Ylpm1	YLP motif containing 1	469.0	359.3	382.5	393.6	437.1	434.2	481.4	386.6	374.8	376.8	363.2	567.7	437.2	490.1	405.5	418.6	477.2	447.4	455.7	519.0	454.9	426.9	390.2	573.2918457	409.1233602	404.5379115	398.7666629	426.5627593	285.878907	262.9498351	294.7714445	393.1151377	617.9921017
Mki67ip	Mki67 (FHA domain) interacting nucleolar phosphoprotein	262.3	172.8	250.4	182.7	218.8	235.8	245.5	182.1	193.4	154.1	164.8	174.0	449.6	183.4	172.7	247.6	209.3	264.5	229.9	94.0	120.7	96.9	94.1	64.56914787	251.2819775	184.6266525	208.233645	178.9237548	348.1074936	349.5242629	313.0979487	206.3635199	223.6754107
Nr1d1	nuclear receptor subfamily 1, group D, member 1	628.9	715.5	789.5	644.1	681.7	1134.8	573.4	1227.4	873.2	925.5	914.7	797.2	767.6	1175.3	1296.3	1007.3	1439.5	838.3	919.6	812.1	787.6	766.2	857.0	1189.412403	1219.593598	1311.564449	641.4390151	646.154787	1488.327345	1528.374469	553.219916	716.9756309	620.7711671
Calr4	calreticulin 4	61.1	44.1	53.9	21.3	21.4	22.9	12.2	17.3	29.2	13.5	16.1	22.8	14.4	29.9	53.8	35.2	28.1	17.6	38.8	9.8	20.4	39.4	85.1	15.48992411	30.79132624	10.53933166	11.88121385	117.1785976	118.6552793	17.640196	42.13661012	78.59406031	39.52234685
Nkx6-2	NK6 transcription factor related, locus 2 (Drosophila)	29.7	21.6	14.6	20.0	39.5	26.2	16.4	13.0	26.7	18.5	31.1	15.9	10.6	22.1	21.9	36.1	15.0	23.6	38.0	24.6	23.7	22.9	28.7	57.83271772	21.58786154	25.82046146	24.85473069	30.93704447	15.72668144	17.3545642	105.6173596	87.49643489	23.904989
Olfr1508	olfactory receptor 1508	28.1	32.9	34.0	46.5	42.9	44.8	33.8	39.1	39.4	42.7	58.8	34.7	26.6	49.8	33.4	24.0	43.1	44.1	37.7	36.6	39.4	41.8	36.5	51.83322094	26.49034235	29.80012985	40.43628794	58.53136543	73.87252624	65.4443519	302.1356909	45.10449203	112.3524115
Nme4	expressed in non-metastatic cells 4, protein	117.7	92.3	80.8	112.4	43.9	81.0	43.3	51.8	82.6	75.9	86.7	74.3	98.3	24.4	80.9	54.9	81.5	68.4	73.4	88.5	74.2	67.2	107.8	15.6772991	132.8459488	110.2135811	214.0298713	52.45752295	90.43628346	42.81736369	172.5187391	173.7160069	18.55793891
Marco	macrophage receptor with collagenous structure	11.5	11.4	9.7	11.6	7.6	68.3	10.5	11.3	27.4	14.3	18.3	27.4	11.1	13.6	10.0	15.6	15.5	10.5	13.8	14.2	16.3	10.7	10.3	19.55274406	15.22254663	24.18343037	16.72460974	19.28098282	13.91373127	27.29145753	26.70542246	10.78361719	96.56311771
Tbp	TATA box binding protein	107.6	25.6	51.0	53.0	34.6	122.6	148.6	135.8	155.9	114.9	188.8	207.0	223.4	141.5	182.1	96.1	87.0	55.9	83.7	108.8	127.5	58.8	148.8	155.28554621	135.826348825	157.54523107	142.71095952	111.324790415	163.881260885	159.95336342	161.614233752	139.706607854	163.591574535
Dmkn	dermokine	57.5	50.4	59.0	75.6	97.5	47.3	58.2	57.3	82.4	30.4	67.9	62.2	18.0	103.1	28.8	93.0	66.1	42.6	60.3	18.6	62.2	30.7	83.4	146.9385738	1453.242152	1627.879036	109.5184231	105.2405707	65.16592232	95.24585124	120.0278733	151.6434188	119.1027004
Pou2f3	POU domain, class 2, transcription factor 3	216.4	184.1	259.7	298.5	319.5	210.7	245.4	118.2	231.1	199.0	193.1	230.5	201.4	254.6	215.2	183.6	254.4	225.6	214.5	215.5	316.5	206.7	255.4	325.7729059	154.0942879	219.4987515	306.0133506	184.316828	264.9650072	270.8935515	201.1365953	311.943016	386.8891832
C81600	expressed sequence C81600	20.4	21.4	83.0	32.2	34.6	25.3	40.1	30.3	40.9	24.8	81.0	22.9	52.4	60.0	21.7	27.9	31.1	24.1	22.7	24.5	25.8	59.0	31.5	50.307503465	48.033870155	72.43077381	24.72422923	49.772437765	51.396411495	40.082025945	91.312593215	37.71265298	41.172097325
Stard3	START domain containing 3	409.2	452.45	416.5	416.2	464.25	432.8	432.5	431.7	425.65	480.7	425.05	446.9	276.5	444.9	439.55	403.5	451.8	376.55	411.2	487.05	475.8	456.5	465.25	576.5298739	635.7849959	508.0536662	432.2042525	619.8287506	1058.517214	616.2630388	359.371007	308.6675998	294.9699783
Atf1	activating transcription factor 1	611.5	423.1	551.0	486.4	486.5	683.1	637.2	564.1	394.5	377.8	756.1	525.0	865.9	618.7	590.8	546.0	520.5	766.1	488.1	432.5	569.5	618.6	621.1	564.5752715	760.4527301	815.1938578	788.4403762	547.2631613	445.9726452	678.1583412	486.0927593	398.5432748	741.1548526
Bcas3	breast carcinoma amplified sequence 3	229.5	103.5	191.6	214.4	169.8	192.9	142.6	139.0	165.9	179.4	174.1	290.2	144.0	128.1	193.3	106.0	154.2	145.4	175.2	207.7	234.2	64.2	151.2	178.15984904	173.72129872	133.35318224	170.76582806	178.57273039	217.3152903	271.15346375	253.4577495	230.61577985	235.50019055
Gzme	granzyme E	10.8	18.4	16.3	24.3	21.3	26.1	23.6	66.8	12.5	22.3	22.3	13.1	10.3	27.1	22.0	12.1	20.8	30.8	23.7	19.5	12.6	7.3	16.6	38.54692396	4.4954830965	29.1290460365	24.348297625	14.17473103	27.261257555	29.48567791	32.053459305	50.046225197	23.0879812205
Gzmf	granzyme F	7.1	31.1	23.6	10.0	4.2	4.4	15.1	7.1	4.1	8.4	30.8	9.6	8.4	11.3	8.6	6.7	20.3	15.4	8.5	3.5	32.8	4.2	44.7	31.6919459	7.103430645	11.04059811	11.69898801	17.11472288	0.888637503	18.78895261	12.59570918	9.206096363	17.64714714
1810015C04Rik	RIKEN cDNA 1810015C04 gene	2611.3	2892.4	2742.9	2404.3	2810.3	3729.6	2316.2	3162.6	2491.5	3051.2	3753.5	6685.7	4253.5	3516.1	3147.7	2472.1	3466.4	2750.0	3134.1	2796.1	2643.6	2348.8	2793.8	3972.69364815	3215.62914725	3497.91796985	4901.803416	4053.533709	2318.574721	2515.797865	3434.92460495	3436.4625968	3858.2766667
Gzmb	granzyme B	20.1	74.9	33.3	138.7	94.5	21.0	142.1	61.0	99.8	67.9	65.3	118.5	125.5	51.8	117.9	24.2	55.6	98.9	25.2	57.8	139.3	68.3	123.3	46.21500221	23.02903856	101.3152295	33.47847497	191.1480437	37.13938311	27.65812189	52.07174751	30.55426688	40.60008242
Creld2	cysteine-rich with EGF-like domains 2	442.2	434.5	364.1	237.4	354.4	626.3	422.5	212.1	239.4	210.7	270.9	303.4	229.5	267.2	255.5	341.4	425.6	390.3	435.8	259.4	273.8	348.1	232.9	170.8316371	203.9067857	156.0087976	395.6858774	249.6121356	202.5402359	251.0359148	254.0229517	346.6609147	379.9768491
Thbs3	thrombospondin 3	53.5	218.7	27.8	112.9	163.9	30.1	130.3	46.4	31.5	137.7	25.6	29.0	138.8	120.6	162.8	109.2	96.2	151.4	176.7	147.2	34.8	181.4	35.1	123.0933755	90.67262364	156.3143949	103.6597638	162.1351558	157.1150469	137.0850513	63.83592665	36.00470865	112.2509973
H2-Ea	histocompatibility 2, class II antigen E alpha	48.8	56.0	64.5	15.1	77.5	47.8	27.7	34.5	30.0	34.3	26.4	17.9	8.5	43.4	11.4	29.0	8.1	72.9	13.5	36.6	9.2	47.0	47.7	44.06432331	69.739566945	39.10343302	36.063381985	40.24004433	34.43816281	52.414852565	44.192892235	37.22434062	67.92356421
Flcn	folliculin	369.8	396.3	368.7	410.7	420.5	547.4	403.2	570.8	469.9	601.3	617.7	846.9	406.9	507.7	499.6	483.2	418.9	413.9	395.7	528.9	452.1	477.0	451.4	404.9722425	498.79417393	514.927675207	441.15619136	376.386674267	492.59356492	697.443661947	603.723233063	676.922676087	994.980136167
